SalesDate,Price,NumBedrooms,NumBath,Sqft,Address,City,State
23-Nov-20,226000,1,1,2112,362 Crosby Ave,Kenmore, NY
23-Nov-20,175000,3,2,1163,308 Kirkwood Dr,West Seneca, NY
23-Nov-20,110000,6,2,2476,207 Amber St,South Park, NY
23-Nov-20,84000,1,1,1673,102 Ladner Ave,South Park, NY
23-Nov-20,217000,4,3,1810,326 Woodward Dr,West Seneca, NY
23-Nov-20,138000,3,1,864,292 Coventry Rd,Kenmore, NY
23-Nov-20,263000,3,2,1613,6 Mahogany Dr,Amherst, NY
23-Nov-20,315000,3,3,2031,48 Groveland St,Starin Central, NY
23-Nov-20,170000,1,1,610,770 W Ferry #1B,Delaware-West Ferry, NY
23-Nov-20,250000,1,1,2799,839 McKinley Pkwy,Abbott McKinley, NY
22-Nov-20,162000,3,1,1212,32 N End Ave,Kenmore, NY
20-Nov-20,136500,3,1,1110,279 Crisfield Ave,Buffalo, NY
20-Nov-20,60000,1,1,1824,37 Laird Ave,Riverside Park, NY
20-Nov-20,266000,6,2,2650,249 Tacoma Ave,North Park, NY
20-Nov-20,325000,4,3,2639,56 Creek Rd,Williamsville, NY
20-Nov-20,295000,2,2,1019,610 Main St #801,Central Business District, NY
20-Nov-20,203000,3,2,1648,24 Barbados Dr,Cheektowaga, NY
20-Nov-20,130000,2,1,1008,27 Patton Ln,Cheektowaga, NY
20-Nov-20,216000,3,1,1350,27 Cheryl Rd,West Seneca, NY
20-Nov-20,120000,2,1,1200,36 Krakow St,Kaisertown, NY
20-Nov-20,625000,3,3,2950,90 Crosby Blvd,Eggertsville, NY
19-Nov-20,135000,2,2,1041,163 Orchard Dr,Buffalo, NY
19-Nov-20,119000,2,1,1041,246 15th St,Front Park, NY
19-Nov-20,200000,4,2,1728,78 Chamberlin Dr,West Seneca, NY
19-Nov-20,209500,1,1,2444,431 Herkimer St,Forest, NY
19-Nov-20,220000,5,2,2200,102 15th St,Front Park, NY
19-Nov-20,294000,6,2,2669,157 Stratford Rd,North Delaware, NY
19-Nov-20,136000,4,2,1581,265 Harrison Ave,Buffalo, NY
19-Nov-20,131000,3,2,1274,122 Westland Pkwy,Cheektowaga, NY
18-Nov-20,103000,1,1,2336,143 Weaver St,Kaisertown, NY
18-Nov-20,165000,2,2,1064,248 Hartford Rd,Amherst, NY
18-Nov-20,183000,2,1,1095,120 Mapleview Dr,Eggertsville, NY
18-Nov-20,240000,3,2,1540,143 Brentwood Dr,Cheektowaga, NY
18-Nov-20,130000,6,2,2436,57 Dash St,Triangle, NY
18-Nov-20,196000,3,1,1633,17 Wing Ct,Cheektowaga, NY
18-Nov-20,190000,3,3,2077,160 Sunrise Blvd,Williamsville, NY
18-Nov-20,258000,3,1,1386,159 Crestwood Ave,North Park, NY
18-Nov-20,235000,4,2,2434,208 N Seine Dr,Cheektowaga, NY
18-Nov-20,285000,3,2,1840,73 Whitney Pl,Cheektowaga, NY
17-Nov-20,299990,1,1,,22 Aviano Way,Buffalo, NY
17-Nov-20,300000,3,3,2208,170 Hunters Ln,Williamsville, NY
17-Nov-20,230000,4,3,1835,46 Cherrywood Dr,Cheektowaga, NY
17-Nov-20,195000,3,2,1374,562 Woodland Dr,Buffalo, NY
17-Nov-20,126000,2,2,1002,4775 Chestnut Ridge Rd #5,Amherst, NY
17-Nov-20,215000,3,2,1613,57 Wendover Ave,Buffalo, NY
17-Nov-20,175000,3,1,1260,44 Dover Dr,West Seneca, NY
17-Nov-20,250000,4,2,1965,234 Abbington Ave,Buffalo, NY
17-Nov-20,172500,1,1,2132,116 Hawley St,Forest, NY
17-Nov-20,165000,2,1,948,24 Rose Ave,West Seneca, NY
17-Nov-20,145000,3,2,1114,21 Cleveland Dr,Cheektowaga, NY
17-Nov-20,203000,4,2,1792,171 Shepard Ave,Kenmore, NY
17-Nov-20,180000,3,1,1193,40 Leocrest Ct,Buffalo, NY
16-Nov-20,435000,5,3,2914,192 Ruskin Rd,Eggertsville, NY
16-Nov-20,177500,1,1,1936,71 W Winspear Ave,University, NY
16-Nov-20,245000,4,2,2288,85 Country Ln,West Seneca, NY
16-Nov-20,123000,2,1,1194,42 Tindle Ave,West Seneca, NY
16-Nov-20,145000,1,1,2468,45 Kimmel Ave,Triangle, NY
16-Nov-20,56000,3,1,1134,345 Crowley Ave,Riverside Park, NY
16-Nov-20,120000,6,2,3461,223 Brunswick Blvd,Hamlin Park, NY
16-Nov-20,425000,3,3,1854,4 Symphony Cir,Front Park, NY
16-Nov-20,171000,4,1,1632,136 Gold St,Lovejoy, NY
13-Nov-20,148450,3,2,1168,19 Payne Ave,Triangle, NY
13-Nov-20,162000,1,1,1476,64 Parkwood Ave,Kenmore, NY
13-Nov-20,165000,3,2,1272,393 Knowlton Ave,Kenmore, NY
13-Nov-20,365000,3,3,1965,101 Garrison Rd,Williamsville, NY
13-Nov-20,182000,4,,1814,652 Lisbon Ave,Kensington, NY
13-Nov-20,225000,3,1,1220,107 Ridgewood Dr,Snyder, NY
13-Nov-20,145000,3,1,1203,187 Kirkwood Dr,West Seneca, NY
13-Nov-20,130000,3,1,1226,51 Pulaski St,Kaisertown, NY
13-Nov-20,219000,1,1,2220,428 Massachusetts Ave,Front Park, NY
13-Nov-20,247000,4,2,1881,131 Villa Maria Rd,West Seneca, NY
13-Nov-20,158000,1,1,2634,356 Hampshire St,Grant Ferry, NY
13-Nov-20,90000,2,2,1330,3680 7th St,Buffalo, NY
13-Nov-20,170000,1,1,572,770 W Ferry St #18B,Delaware-West Ferry, NY
12-Nov-20,321000,4,3,2323,42 Morris Cres,West Seneca, NY
12-Nov-20,130000,4,1,1032,65 Benzinger St,Lovejoy, NY
12-Nov-20,750000,1,1,1100,406 Linwood Ave,Delaware-West Ferry, NY
12-Nov-20,180000,1,1,1872,36 Danbury Dr,Cheektowaga, NY
12-Nov-20,130000,3,2,1503,16 Gravel St,Buffalo, NY
12-Nov-20,280000,3,2,1779,82 Fleetwood Ter,Williamsville, NY
12-Nov-20,191000,3,2,1434,55 Shepard Ave,Kenmore, NY
12-Nov-20,55000,3,1,1156,50 Moreland St,Lovejoy, NY
12-Nov-20,460000,1,1,3193,723 Columbus Pkwy,Front Park, NY
12-Nov-20,168020,3,1,1887,20 Manlon Ter,Cheektowaga, NY
11-Nov-20,150000,1,1,7864,2264 Genesee St,Schiller Park, NY
11-Nov-20,85000,2,1,1440,149 Firestone St,Lackawanna, NY
10-Nov-20,122000,3,1,1646,308 East St,Black Rock, NY
10-Nov-20,165000,3,1,1410,122 Sunrise Blvd,Williamsville, NY
10-Nov-20,130000,5,2,2874,101 15th St,Front Park, NY
10-Nov-20,65000,6,2,1928,22 Erb St,Schiller Park, NY
10-Nov-20,197000,3,2,1172,138 Tampa Dr,Buffalo, NY
9-Nov-20,200000,3,2,1520,62 Gettysburg Ave,Buffalo, NY
9-Nov-20,175000,3,2,1622,238 Lowell Rd,Kenmore, NY
9-Nov-20,89900,2,1,1226,83 Simon St,Military, NY
9-Nov-20,270000,6,3,2388,416 Breckenridge St,Grant Ferry, NY
9-Nov-20,401213,4,3,2500,253 Highland Ave,Front Park, NY
9-Nov-20,150000,1,1,2013,22 Wabash Ave,Buffalo, NY
9-Nov-20,130000,2,1,847,1022 Highland Ave,Buffalo, NY
9-Nov-20,216000,3,3,1384,242 E Hazeltine Ave,Kenmore, NY
9-Nov-20,129000,2,1,1008,677 S Huth Rd,Cheektowaga, NY
8-Nov-20,321000,6,2,2830,60 Sterling Ave,North Park, NY
6-Nov-20,210000,3,2,2056,8 Yale Pl,Cazenovia Park, NY
6-Nov-20,118000,2,2,980,16 Appletree Ct #3,Cheektowaga, NY
6-Nov-20,200000,1,1,4926,856 Niagara St,Front Park, NY
6-Nov-20,167000,3,2,1608,570 E &west Rd,Buffalo, NY
6-Nov-20,60000,1,1,1397,56 Burlington Ave,LaSalle, NY
6-Nov-20,612000,1,1,3427,407 Norwood Ave,Grant Ferry, NY
6-Nov-20,260000,4,3,2371,4 Steiner Ave,West Seneca, NY
6-Nov-20,156900,3,1,1342,3 Hecla St,Starin Central, NY
6-Nov-20,139900,3,1,990,150 Beale Ave,Cheektowaga, NY
6-Nov-20,147000,3,1,1278,43 McNaughton Ave,Cheektowaga, NY
6-Nov-20,230000,3,2,1967,186 Cranwood Dr,West Seneca, NY
6-Nov-20,186000,4,2,1200,81 Conant Dr,Buffalo, NY
6-Nov-20,149900,4,1,1492,355 Bird Ave,Forest, NY
6-Nov-20,70000,3,1,1290,57 Ontario Dr,Cheektowaga, NY
5-Nov-20,182500,3,1,1360,101 Nagel Dr,Cheektowaga, NY
5-Nov-20,242400,3,2,2001,215 Thistle Lea,Amherst, NY
5-Nov-20,66500,3,1,1021,73 Heather Rd,Cheektowaga, NY
5-Nov-20,200999,5,2,1821,1779 Military Rd,Kenmore, NY
5-Nov-20,172345,3,1,1275,209 Harrison Ave,Buffalo, NY
5-Nov-20,207500,3,2,1426,20 N Rushford Ln,Cheektowaga, NY
5-Nov-20,312000,4,2,2476,4100 David Rd,Harris Hill, NY
5-Nov-20,236000,3,2,2517,277 Hirschfield Dr,Williamsville, NY
5-Nov-20,175000,3,2,1373,482 Lamarck Dr,Cheektowaga, NY
5-Nov-20,125000,3,1,1520,267 Burch Ave,West Seneca, NY
5-Nov-20,315000,4,3,2365,122 Summerview Rd,Williamsville, NY
5-Nov-20,220000,2,2,1256,115 Fleetwood Ter,Williamsville, NY
4-Nov-20,150000,1,1,,400 West Ave,West Seneca, NY
4-Nov-20,860000,3,3,3013,13 Ojibwa Cir,Waterfront, NY
4-Nov-20,83000,1,1,3850,1647 Clinton St,Kaisertown, NY
4-Nov-20,206000,1,1,2092,126 Ramsdell Ave,North Delaware, NY
4-Nov-20,125000,4,1,1319,63 Milsom Ave,Cheektowaga, NY
4-Nov-20,190000,1,1,2400,121 Tulane Rd,Kenmore, NY
4-Nov-20,128500,3,1,1320,41 Marilyn Dr,Cheektowaga, NY
4-Nov-20,269000,4,2,2526,191 Hoyt St,Forest, NY
4-Nov-20,367902,3,3,1770,231 Louvaine Dr,Buffalo, NY
4-Nov-20,170000,4,1,1776,3538 Grafton Ave,Buffalo, NY
3-Nov-20,82500,3,1,1968,59 Harlem Rd,Buffalo, NY
3-Nov-20,203777,6,2,2728,91 Putnam St,Grant Ferry, NY
3-Nov-20,113000,3,1,1280,40 Lyth Ave,Cold Spring, NY
3-Nov-20,535000,3,1,2000,39 Richmond Ave,Bryant, NY
3-Nov-20,87000,4,1,1144,76 Evelyn St,Riverside Park, NY
3-Nov-20,440000,4,3,2103,44 Audubon Dr,Snyder, NY
3-Nov-20,201000,3,2,1440,32 Robins St,Abbott McKinley, NY
3-Nov-20,200000,3,2,1750,5414 Seneca St,West Seneca, NY
2-Nov-20,273000,3,3,2191,38 Pine Ct N,Buffalo, NY
2-Nov-20,170000,3,1,1305,295 Traverse Blvd,Buffalo, NY
2-Nov-20,320000,1,1,2718,24 10th St,Columbus, NY
2-Nov-20,181000,4,2,1778,192 Fairfield Ave,Buffalo, NY
2-Nov-20,165250,4,1,1434,210 Nokomis Pkwy,Cheektowaga, NY
2-Nov-20,140000,3,1,919,121 Whitfield Ave,South Park, NY
2-Nov-20,183000,1,1,3145,84 Edmund St,Cheektowaga, NY
2-Nov-20,246000,5,2,2056,221 Willow Green Dr,Amherst, NY
2-Nov-20,180000,4,1,1813,47 S Manhassett St,Buffalo, NY
2-Nov-20,159900,1,1,1986,127 Iris Ave,West Seneca, NY
2-Nov-20,201000,3,2,1186,73 N Ellwood Ave,Buffalo, NY
2-Nov-20,190000,4,2,1487,120 Highview Cir,Blasdell, NY
2-Nov-20,337514,4,2,2293,258 Robin Hill Dr,Williamsville, NY
31-Oct-20,300000,3,2,1762,44 Brockett Dr,Buffalo, NY
31-Oct-20,107000,4,2,1544,25 Woodell Ave,Buffalo, NY
31-Oct-20,74000,4,2,1418,254 Schuele Ave,Grider, NY
31-Oct-20,36500,3,1,1523,325 George Urban Blvd,Cheektowaga, NY
31-Oct-20,135000,3,2,2159,125 Woodcrest Dr,Buffalo, NY
31-Oct-20,40000,4,2,1450,65 Saint Joseph Ave,Emerson, NY
31-Oct-20,74000,6,2,1628,114 Warwick Ave,Leroy, NY
31-Oct-20,425000,3,2,2093,208 Ashland Ave,Bryant, NY
31-Oct-20,80340,3,1,1074,37 Barbara Pl,Cheektowaga, NY
31-Oct-20,677000,4,4,3565,5404 Raintree Ct,Williamsville, NY
31-Oct-20,169000,5,2,1534,82 Crosby Ave,Kenmore, NY
31-Oct-20,125000,1,1,2522,59 Dash St,Triangle, NY
31-Oct-20,155100,3,1,1206,100 Buckeye Rd,Eggertsville, NY
31-Oct-20,300000,4,3,2363,333 Thorncliff Rd,Buffalo, NY
31-Oct-20,184500,1,1,1664,156 Mayville Ave,Kenmore, NY
31-Oct-20,171000,6,1,2600,110 Ledger St,North Delaware, NY
31-Oct-20,75000,5,2,1638,71 Littlefield Ave,Schiller Park, NY
31-Oct-20,211000,3,2,1262,152 Hillpine Rd,Cheektowaga, NY
31-Oct-20,150000,3,2,1282,286 Purdy St,Cold Spring, NY
31-Oct-20,350000,4,3,1970,4080 Foxwood Ln,Harris Hill, NY
30-Oct-20,295000,1,2,1019,800 W Ferry St #5B,Delaware-West Ferry, NY
30-Oct-20,70000,0,0,1677,42 Pinebrook Ave,Williamsville, NY
30-Oct-20,210000,3,2,1211,15 Augusta Ave,Eggertsville, NY
30-Oct-20,300000,3,2,1728,139 Westfield Rd,Eggertsville, NY
30-Oct-20,240000,2,1,964,39 Concord St,Broadway-Fillmore, NY
30-Oct-20,530000,3,3,3292,426 Irvington Dr,Amherst, NY
30-Oct-20,45000,1,1,,E &west Rd,West Seneca, NY
30-Oct-20,36000,0,0,,455 McKinley Ave,Williamsville, NY
30-Oct-20,185000,2,2,1157,150 Northledge Dr,Snyder, NY
30-Oct-20,251000,1,1,5900,3195 S Park Ave,Buffalo, NY
30-Oct-20,345000,6,3,3357,79 Chassin Ave,Eggertsville, NY
30-Oct-20,35000,6,2,2442,16 Purdy St,Masten Park, NY
30-Oct-20,94800,3,2,1432,114 Wendover Ave,Buffalo, NY
30-Oct-20,12500,4,2,1687,381 Nassau Ave,Kenmore, NY
30-Oct-20,145000,4,2,1385,133 Newfield St,Riverside Park, NY
30-Oct-20,36000,4,1,1413,19 Concord St,Broadway-Fillmore, NY
30-Oct-20,71000,6,2,2720,155 Altruria St,South Park, NY
30-Oct-20,135000,3,1,1306,644 Fulton St,South Ellicott, NY
30-Oct-20,400000,4,2,1523,179 Courtland Ave,Kenfield, NY
30-Oct-20,109500,2,1,1653,304 Holly St,Kaisertown, NY
30-Oct-20,55000,1,1,3200,2312 Genesee St,Buffalo, NY
30-Oct-20,85000,1,1,2231,267 Barnard St,Kaisertown, NY
30-Oct-20,260000,3,2,1440,568 7th St,Front Park, NY
30-Oct-20,159000,4,3,1512,155 Germain St,Black Rock, NY
30-Oct-20,169600,4,2,1773,1705 Kensington Ave,Cheektowaga, NY
30-Oct-20,80000,1,1,1344,37 Myrtle Ave,Lackawanna, NY
30-Oct-20,549900,4,2,2364,60 Tillinghast Pl,Park Meadow, NY
30-Oct-20,240000,4,1,2200,106 Lombard St,Broadway-Fillmore, NY
30-Oct-20,240000,3,1,1030,501 Sherman St,Broadway-Fillmore, NY
30-Oct-20,199900,1,1,,862 Wehrle Dr,Williamsville, NY
30-Oct-20,148000,3,1,1548,18 Rosary Ave,Lackawanna, NY
30-Oct-20,65000,3,1,873,57 Delray Dr,Cheektowaga, NY
30-Oct-20,240000,4,1,2000,60 Rose St,Medical Park, NY
30-Oct-20,240000,4,1,2000,193 Guilford St,Broadway-Fillmore, NY
30-Oct-20,240000,4,1,2000,115 Young St,Lovejoy, NY
30-Oct-20,240000,4,1,2000,20 Concord St,Broadway-Fillmore, NY
30-Oct-20,240000,4,1,2000,95 Bryson St,Broadway-Fillmore, NY
30-Oct-20,240000,4,1,2000,43 Newton St,Broadway-Fillmore, NY
30-Oct-20,240000,4,1,2000,18 Concord St,Broadway-Fillmore, NY
30-Oct-20,170000,3,1,1164,113 Toelsin Rd,Cheektowaga, NY
29-Oct-20,125000,3,1,1184,11 N. Park Ave.,Cheektowaga, NY
29-Oct-20,147000,2,2,1299,12 Brookfield Ln #6,Cheektowaga, NY
29-Oct-20,178400,3,2,1366,678 Mapleview Rd,Cheektowaga, NY
29-Oct-20,35000,1,1,2099,80 Townsend St,Broadway-Fillmore, NY
29-Oct-20,550000,6,5,3104,99 Highland Ave,Delaware-West Ferry, NY
29-Oct-20,45000,3,1,1150,352 Shirley Ave,Kensington, NY
29-Oct-20,50000,4,2,1298,218 Hutchinson Ave,LaSalle, NY
29-Oct-20,130100,5,2,2138,68 Arden Ave,Kenfield, NY
29-Oct-20,60000,6,2,2244,2445 Bailey Ave,Schiller Park, NY
29-Oct-20,111000,4,2,2137,31 Shirley Ave,LaSalle, NY
29-Oct-20,412000,4,2,2074,306 Woodward Ave,Parkside, NY
29-Oct-20,225000,3,2,1600,338 Woodside Ave,South Abbott, NY
29-Oct-20,245000,6,2,2400,43 Newman Pl,Cazenovia Park, NY
29-Oct-20,92925,5,2,2122,1142 Harlem Rd,Cheektowaga, NY
29-Oct-20,148000,4,2,1704,337 Marilla St,South Park, NY
29-Oct-20,225000,3,2,1247,339 Washington Hwy,Snyder, NY
29-Oct-20,135000,3,2,1359,255 Zoerb Ave,Cheektowaga, NY
29-Oct-20,135000,5,2,1741,132 Burch Ave,West Seneca, NY
29-Oct-20,99900,3,1,1320,29 Klas Ave,West Seneca, NY
29-Oct-20,262500,3,2,1578,28 Tee Ct,Williamsville, NY
29-Oct-20,150000,3,1,1140,478 Springville Ave,Eggertsville, NY
29-Oct-20,52000,4,2,2366,322 Jewett Ave,Leroy, NY
29-Oct-20,40000,5,2,1753,444 Goethe St,Lovejoy, NY
29-Oct-20,166000,4,1,1488,362 Harrison Ave,Buffalo, NY
29-Oct-20,85000,5,2,1989,35 Auchinvole Ave,Grant Ferry, NY
29-Oct-20,100000,6,2,2864,38 Goulding Ave,Hamlin Park, NY
29-Oct-20,22000,4,1,1064,457 E Ferry St,Kingsley, NY
29-Oct-20,200000,6,2,2882,238 Lisbon Ave,LaSalle, NY
29-Oct-20,48502,4,1,1772,178 Phyllis Ave,Kensington, NY
29-Oct-20,52000,5,2,1482,157 Fougeron St,MLK Park, NY
29-Oct-20,85000,3,1,1124,24 Sharon Ct,Cheektowaga, NY
29-Oct-20,67000,1,1,,97 Schiller St,Lovejoy, NY
29-Oct-20,110000,6,2,3080,141 Donaldson Rd,Hamlin Park, NY
29-Oct-20,14000,0,0,,428 14th St,Front Park, NY
29-Oct-20,175000,3,1,1272,11 Grandview Ave,Buffalo, NY
29-Oct-20,33000,3,2,1597,223 Ideal St,Lovejoy, NY
29-Oct-20,465000,4,3,2538,100 S Rockingham Way,Amherst, NY
29-Oct-20,78000,1,1,1820,262 Grant St,Grant Ferry, NY
29-Oct-20,180000,4,3,1925,60 Wickham Dr,Buffalo, NY
29-Oct-20,155000,1,1,1948,140 Macamley St,Triangle, NY
28-Oct-20,365000,4,4,3062,66 Four Seasons Rd W,Eggertsville, NY
28-Oct-20,189000,4,2,1728,74 Twyla Pl,Buffalo, NY
28-Oct-20,240000,1,1,2234,49 Glenside Ave,Buffalo, NY
28-Oct-20,159300,3,1,1056,7 Susan Ln,South Abbott, NY
28-Oct-20,312360,1,1,,10 Aviano Way,Buffalo, NY
28-Oct-20,137000,3,2,1260,348 Abbington Ave,Buffalo, NY
28-Oct-20,150000,4,1,1188,34 Boardman Rd,West Seneca, NY
28-Oct-20,290870,1,1,,102 Florence Ave,Delaware Park, NY
28-Oct-20,40000,0,0,,621 Genesee St,Broadway-Fillmore, NY
28-Oct-20,153000,6,2,2662,264 E Delavan Ave,Hamlin Park, NY
28-Oct-20,40000,1,1,,28 Brown St,Broadway-Fillmore, NY
28-Oct-20,208000,6,2,2214,168 Dartwood Dr,Cheektowaga, NY
28-Oct-20,116000,3,2,1140,237 Aris Ave,Cheektowaga, NY
28-Oct-20,269860,1,1,,135 Florence Ave,Delaware Park, NY
28-Oct-20,167000,6,2,2728,89 Lisbon Ave,LaSalle, NY
28-Oct-20,143000,4,1,1435,841 Tifft St,Triangle, NY
28-Oct-20,150000,6,2,1970,258 Potters Rd,Cazenovia Park, NY
28-Oct-20,140000,3,1,936,238 Woodcrest Dr,Amherst, NY
28-Oct-20,20000,3,1,1064,386 Abbington Ave,Buffalo, NY
28-Oct-20,70000,3,2,1414,58 Progressive Ave,Riverside Park, NY
28-Oct-20,40000,1,1,15650,635 Genesee St,Broadway-Fillmore, NY
28-Oct-20,106000,3,1,1320,74 Chadduck Ave,Riverside Park, NY
28-Oct-20,110100,2,2,1326,303 Heath St,University, NY
28-Oct-20,65000,6,2,2225,349 Goodyear Ave,Genesee Moselle, NY
28-Oct-20,75500,1,1,1967,49 Goethe St,Lovejoy, NY
28-Oct-20,225000,3,2,1508,280 Peppertree Dr,Amherst, NY
28-Oct-20,355000,4,3,2134,53 Presidio Pl,Williamsville, NY
28-Oct-20,70000,3,1,1144,15 Van Gorder St,Leroy, NY
28-Oct-20,257000,6,2,1992,829 Ashland Ave,Forest, NY
28-Oct-20,166000,2,2,1442,189 Aurora Dr,Cheektowaga, NY
28-Oct-20,180000,5,2,1502,114 Sunset St,Military, NY
28-Oct-20,248000,3,2,1336,260 Linden Ave,North Park, NY
28-Oct-20,81000,4,2,1329,237 W Girard Blvd,Kenmore, NY
28-Oct-20,171107,3,2,1260,107 Rosewood Ter,Cheektowaga, NY
28-Oct-20,165000,3,1,1120,237 Collins Ave,West Seneca, NY
28-Oct-20,129700,2,1,2136,92 Mariemont Ave,South Park, NY
28-Oct-20,110000,3,1,2010,82 Block St,Schiller Park, NY
27-Oct-20,242000,2,2,1634,32 Bernhardt Dr #10,Snyder, NY
27-Oct-20,145000,3,1,1170,512 Huth Rd,Cheektowaga, NY
27-Oct-20,150000,3,1,1080,70 Foisset Ave,Cheektowaga, NY
27-Oct-20,195000,5,2,1584,183 Cumberland Ave,Abbott McKinley, NY
27-Oct-20,140000,2,1,1016,47 Duchess Ct,Cheektowaga, NY
27-Oct-20,470000,3,2,2558,100 Hidden Ridge Cmn,Williamsville, NY
27-Oct-20,58000,1,1,738,3902 Ridge Lea Rd #B,Amherst, NY
27-Oct-20,275000,3,2,1835,199 Kings Hwy,Snyder, NY
27-Oct-20,264500,3,3,1709,50 Monroe Dr,Williamsville, NY
27-Oct-20,61000,3,1,1200,114 Pooley Pl,Forest, NY
27-Oct-20,451000,4,2,2077,97 Robie St,Delaware Park, NY
27-Oct-20,38000,4,1,2000,18 Newton St,Broadway-Fillmore, NY
27-Oct-20,173106,3,2,975,106 Donald Dr,Cheektowaga, NY
27-Oct-20,85051,3,1,998,190 Baitz Ave,Babcock, NY
27-Oct-20,95000,6,2,2398,145 Oconnell Ave,First Ward, NY
27-Oct-20,195000,2,3,1452,113 Cimarand Dr,Williamsville, NY
27-Oct-20,166500,3,1,1313,318 Choate Ave,Abbott McKinley, NY
27-Oct-20,240000,4,2,1822,319 Cottonwood Dr,Williamsville, NY
27-Oct-20,235000,4,3,2575,133 Ranch Trl,Williamsville, NY
27-Oct-20,190000,3,1,1107,80 Noel Dr,Williamsville, NY
27-Oct-20,120000,1,1,1703,58 Springville Ave,Eggertsville, NY
27-Oct-20,185000,5,2,1386,156 Cresthaven Dr,Snyder, NY
27-Oct-20,205000,4,2,2232,8 Villa Moraine Dr,Cheektowaga, NY
27-Oct-20,151000,1,1,1760,84 Reo Ave,Buffalo, NY
27-Oct-20,174900,3,2,1244,101 Hillpine Rd,Cheektowaga, NY
27-Oct-20,195000,4,2,1680,40 Rachelle Dr,Cheektowaga, NY
27-Oct-20,92850,2,1,936,281 Shanley St,Cheektowaga, NY
27-Oct-20,195000,4,2,1890,15 Knoerl Ave,Cazenovia Park, NY
27-Oct-20,75000,3,1,1442,178 Parkridge Ave,LaSalle, NY
27-Oct-20,349900,3,3,1502,58 University Ave,University, NY
27-Oct-20,76000,3,1,970,17 Girard Ave,Lackawanna, NY
26-Oct-20,240000,6,2,3301,777 McKinley Pkwy,Abbott McKinley, NY
26-Oct-20,116999,2,2,1092,140 Old Lyme Dr #2,Buffalo, NY
26-Oct-20,163000,3,1,1393,24 Aberdeen St,Cheektowaga, NY
26-Oct-20,262000,3,2,1916,71 Hamilton Blvd,Kenmore, NY
26-Oct-20,9000,1,1,,217 Orlando St,Babcock, NY
26-Oct-20,9000,1,1,,219 Orlando St,Babcock, NY
26-Oct-20,270000,3,1,1488,202 Carmel Rd,Starin Central, NY
26-Oct-20,200000,4,2,1831,348 14th St,Front Park, NY
26-Oct-20,50000,4,2,1768,67 Woltz Ave,Broadway-Fillmore, NY
26-Oct-20,237630,3,2,1406,1763 Hertel Ave,Starin Central, NY
26-Oct-20,26700,3,2,1660,4158 Wildwood Dr,Harris Hill, NY
26-Oct-20,75000,6,2,2640,83 Remington Pl,Seneca, NY
26-Oct-20,285000,4,2,1854,131 Crescent Ave,Parkside, NY
26-Oct-20,165000,4,1,1284,109 Mafalda Dr,Cheektowaga, NY
26-Oct-20,90000,3,1,1296,4 Oxford Ave,Delaware-West Ferry, NY
26-Oct-20,186500,3,2,1428,4271 Clinton St,West Seneca, NY
26-Oct-20,249900,3,3,2284,70 Zoerb Ave,Cheektowaga, NY
26-Oct-20,225000,4,3,1562,46 Lucy Ln,Cheektowaga, NY
26-Oct-20,259900,1,1,2048,49 Lasalle Ave,Kenmore, NY
26-Oct-20,160000,3,2,1032,243 Ludwig Ave,Cheektowaga, NY
26-Oct-20,247097,3,2,1926,148 Irving Ter,Buffalo, NY
26-Oct-20,210000,3,2,1392,79 Autumnwood Dr,Cheektowaga, NY
26-Oct-20,90000,3,1,1092,96 Berkley Rd,Williamsville, NY
26-Oct-20,175000,3,1,1114,41 Stillwell Ave,Kenmore, NY
26-Oct-20,208000,4,2,2198,4238 Highland Pkwy,Blasdell, NY
26-Oct-20,77250,2,2,924,86 Franklin Ave,Sloan, NY
26-Oct-20,245000,3,2,1588,371 Harding Rd,Williamsville, NY
26-Oct-20,127000,4,1,1706,102 McKinley Ave,Kenmore, NY
26-Oct-20,102000,3,2,1352,175 Ryan St,Cazenovia Park, NY
26-Oct-20,260000,1,1,2304,773 Borden Rd,Cheektowaga, NY
24-Oct-20,148000,4,2,1312,606 Willet Rd,Lackawanna, NY
24-Oct-20,77000,5,3,2343,18 Loepere St,Broadway-Fillmore, NY
24-Oct-20,5000,1,1,,28 Caldwell Pl,Lackawanna, NY
24-Oct-20,159900,3,1,1104,291 Covington Dr,Buffalo, NY
24-Oct-20,190000,4,2,1612,956 Hertel Ave,North Delaware, NY
24-Oct-20,130000,3,1,1170,260 Danbury Dr,Cheektowaga, NY
24-Oct-20,136000,2,1,858,73 Wheaton Dr,Cheektowaga, NY
24-Oct-20,135000,3,1,1185,52 Parkhurst Blvd,Buffalo, NY
24-Oct-20,231000,3,2,1340,153 Avalon Dr,Snyder, NY
24-Oct-20,235000,3,2,1902,5402 Berg Rd,West Seneca, NY
24-Oct-20,50500,3,1,1121,111 Hagen St,Schiller Park, NY
24-Oct-20,190000,3,2,1584,31 Pellman Pl,Lackawanna, NY
24-Oct-20,295000,2,2,1664,5377 Village Station Cir,Williamsville, NY
24-Oct-20,270000,3,2,1576,15 Brook Ln,West Seneca, NY
24-Oct-20,340000,4,3,2684,5 Taylor Dr,West Seneca, NY
23-Oct-20,128000,6,2,2088,109 Gittere St,Emerson, NY
23-Oct-20,14000,3,1,864,137 Calais St,Cazenovia Park, NY
23-Oct-20,85000,5,2,2376,147 Kensington Ave,Hamlin Park, NY
