SalesDate,Price,NumBedrooms,NumBath,Sqft,Address,City,State
2-Oct-20,50000,3,1,1088,25 Vera Ave,Cheektowaga, NY
2-Oct-20,180000,3,1,1221,416 Westgate Rd,Kenmore, NY
2-Oct-20,29000,4,1,1230,105 Como Park Blvd,Cheektowaga, NY
2-Oct-20,130000,4,3,1950,1376 Harlem Rd,Buffalo, NY
2-Oct-20,115000,2,2,797,4617 Chestnut Ridge Rd #K,Amherst, NY
2-Oct-20,245000,3,1,1775,43 Tuscarora Rd,Abbott McKinley, NY
2-Oct-20,175000,6,4,2900,69 Pheasant Ln,Cheektowaga, NY
2-Oct-20,240000,3,1,1684,65 Hyledge Dr,Eggertsville, NY
2-Oct-20,130000,3,1,1288,190 Tremaine Ave,Kenmore, NY
2-Oct-20,162000,3,2,1176,57 Saint Felix Ave,Cheektowaga, NY
2-Oct-20,540000,5,5,3174,21 Clarendon Pl,Albright, NY
2-Oct-20,80000,1,1,2346,68 Trowbridge St,Triangle, NY
2-Oct-20,128750,2,2,1020,1 Beacon Park #H,Amherst, NY
2-Oct-20,142500,1,1,1674,94 Virginia Rd,Cheektowaga, NY
2-Oct-20,265000,2,2,1366,35 Spicebush Ln,Williamsville, NY
2-Oct-20,230000,3,2,1572,138 Cindy Dr,Williamsville, NY
1-Oct-20,165000,2,2,1360,40 Hamlin Sq #D,Amherst, NY
1-Oct-20,300000,3,2,1230,277 Prospect Ave,Lakeview, NY
1-Oct-20,48000,1,1,2232,114 Edson St,West Seneca, NY
1-Oct-20,67000,1,1,912,7 Sunmist Sq #B,Amherst, NY
1-Oct-20,88000,3,2,1700,130 Lackawanna Ave,Sloan, NY
1-Oct-20,50000,4,2,1419,3912 Bailey Ave,Eggertsville, NY
1-Oct-20,675000,1,1,,1088 Delaware Ave,Delaware-West Ferry, NY
1-Oct-20,60000,4,2,1419,488 Cambridge Ave,Grider, NY
1-Oct-20,76000,5,2,1586,116 Marigold Ave,Leroy, NY
1-Oct-20,220000,3,2,1280,666 W Ferry St,Delaware-West Ferry, NY
1-Oct-20,80000,6,2,2564,128 Abbott Rd,Triangle, NY
1-Oct-20,150000,3,1,1472,349 Wabash Ave,Kenmore, NY
1-Oct-20,138111,2,2,1120,19 Orchard Ave,Blasdell, NY
1-Oct-20,140000,2,2,1600,86 Weber Rd,Lackawanna, NY
1-Oct-20,198750,3,2,1100,47 N Parker Ave,Starin Central, NY
1-Oct-20,52000,4,,2142,43 Reiman St,Lovejoy, NY
1-Oct-20,101000,8,3,3394,575 Walden Ave,Emerson, NY
1-Oct-20,15000,2,1,1589,64 Central Ave,Lovejoy, NY
1-Oct-20,145000,3,1,1062,56 Biscayne Dr,Cheektowaga, NY
1-Oct-20,46000,3,1,960,36 Ada Pl,Cold Spring, NY
1-Oct-20,44900,2,1,1152,109 Swan St,Lackawanna, NY
1-Oct-20,140000,2,1,1152,54 Greenwood Ave,Lackawanna, NY
1-Oct-20,20000,5,2,1826,48 Kail St,Black Rock, NY
1-Oct-20,57000,3,2,1610,400 Northumberland Ave,Grider, NY
1-Oct-20,185000,3,1,1432,81 Fontaine Dr,Buffalo, NY
1-Oct-20,83000,1,1,2206,142 Scoville Ave,Babcock, NY
1-Oct-20,175000,4,2,1574,53 Magnolia St,Lackawanna, NY
1-Oct-20,120151,1,1,3240,184 Southampton St,Masten Park, NY
1-Oct-20,402500,4,3,2718,40 Four Seasons Rd W,Eggertsville, NY
1-Oct-20,175000,3,2,1174,55 Lydia Ln,Cheektowaga, NY
1-Oct-20,187212,3,1,1125,58 Woodbine Ave,West Seneca, NY
1-Oct-20,156000,4,1,1634,327 Emporium Ave,West Seneca, NY
1-Oct-20,375000,4,3,2749,43 Jenawood Ln,Williamsville, NY
1-Oct-20,680000,4,5,4819,3 Turnberry Ct,Williamsville, NY
1-Oct-20,190000,2,2,1351,54 S Forest Rd,Williamsville, NY
1-Oct-20,158200,3,1,1040,105 Homeworth Pkwy,Cheektowaga, NY
1-Oct-20,179900,3,1,1377,46 Whitehall Ave,South Park, NY
1-Oct-20,350000,5,3,2368,105 Walton Dr,Snyder, NY
1-Oct-20,50000,3,1,1344,269 Victoria Blvd,Kenmore, NY
1-Oct-20,222500,4,1,1506,180 Abbington Ave,Buffalo, NY
1-Oct-20,174500,3,2,1748,251 French Rd,Cheektowaga, NY
1-Oct-20,640000,4,4,3144,105 Via Foresta Ln,Williamsville, NY
30-Sep-20,155000,1,1,7400,1825 Seneca St,Seneca, NY
30-Sep-20,72100,3,1,1062,112 Norman Ave,Cazenovia Park, NY
30-Sep-20,145000,3,2,1386,2956 S Park Ave,Lackawanna, NY
30-Sep-20,70000,5,2,1500,355 Reiman St,Sloan, NY
30-Sep-20,295805,1,1,,148 Northill Dr #D,Amherst, NY
30-Sep-20,303471,1,1,,148 Northill Dr #C,Amherst, NY
30-Sep-20,263000,4,2,1900,37 Arundel Rd,North Park, NY
30-Sep-20,189900,3,2,1320,210 Columbus Ave,Abbott McKinley, NY
30-Sep-20,245000,4,2,2092,8420 Vernon Cir,Harris Hill, NY
30-Sep-20,105000,6,2,2112,15 Humphrey Rd,Riverside Park, NY
30-Sep-20,280000,4,3,2058,54 Belvoir Rd,Williamsville, NY
30-Sep-20,150000,6,2,2844,195 Tacoma Ave,North Park, NY
30-Sep-20,417500,3,3,1924,172 Northill Dr #F,Buffalo, NY
30-Sep-20,195000,2,2,1365,10 Wainwright Rd,Cheektowaga, NY
30-Sep-20,185000,3,2,1672,327 Sanders Rd,North Park, NY
30-Sep-20,90000,1,1,2065,226 Longnecker St,Lovejoy, NY
30-Sep-20,190000,3,2,1100,1016 West Ave,Grant Ferry, NY
30-Sep-20,245000,3,2,1400,8327 Hirschwood Dr,Harris Hill, NY
30-Sep-20,240000,6,2,2672,58 Lovering Ave,North Park, NY
30-Sep-20,195000,3,1,1275,4357 Arondale Dr,Harris Hill, NY
30-Sep-20,174500,4,2,1380,94 Hirschfield Dr,Williamsville, NY
30-Sep-20,131000,5,1,2271,24 N Parade Ave,MLK Park, NY
30-Sep-20,215000,3,2,1721,106 Mahogany Dr,Williamsville, NY
30-Sep-20,92000,3,1,1232,112 Amber St,Triangle, NY
30-Sep-20,182700,3,1,1776,119 Sky Hi Dr,West Seneca, NY
30-Sep-20,201000,3,2,1424,276 Nassau Ave,Kenmore, NY
30-Sep-20,160000,2,1,1216,35 Woodcrest Dr,Buffalo, NY
30-Sep-20,205000,4,2,1805,498 Maynard Dr,Eggertsville, NY
30-Sep-20,200000,3,2,1980,742 Seneca Creek Rd,South Ellicott, NY
30-Sep-20,161700,2,2,1245,12 In The Woods Ln,West Seneca, NY
30-Sep-20,160000,3,2,1691,192 Scamridge Curv,Williamsville, NY
30-Sep-20,241000,3,2,1495,50 Hyledge Dr,Eggertsville, NY
30-Sep-20,145000,3,1,1258,107 Keller Ave,Kenmore, NY
29-Sep-20,154900,3,2,1240,355 Abbott Rd,Abbott McKinley, NY
29-Sep-20,180000,1,1,1968,60 Pullman Ave,Kenmore, NY
29-Sep-20,245000,4,2,2092,8420 Vernon Cir,Harris Hill, NY
29-Sep-20,210300,4,2,1548,87 Southwood,Buffalo, NY
29-Sep-20,95000,2,1,1085,24 Bell St,Buffalo, NY
29-Sep-20,42000,2,1,1400,76 Hilton St,Broadway-Fillmore, NY
29-Sep-20,150000,3,2,1355,176 Oxford Ave,Eggertsville, NY
29-Sep-20,135000,0,0,,229 Massachusetts Ave,Front Park, NY
29-Sep-20,52000,3,2,2436,45 Newton St,Broadway-Fillmore, NY
29-Sep-20,40750,3,1,1088,79 Saint Joseph Ave,Emerson, NY
29-Sep-20,150000,2,1,894,128 Clover Pl,Cheektowaga, NY
29-Sep-20,184800,3,2,1215,93 Lordan Dr,Cheektowaga, NY
29-Sep-20,40000,4,1,2200,105 Peck St,Lovejoy, NY
29-Sep-20,216000,3,2,1218,14 Fairoaks Ln,Cheektowaga, NY
29-Sep-20,375500,4,3,2501,175 Chancellor Ln,West Seneca, NY
29-Sep-20,370000,4,3,3011,1171 Elmwood Ave,Albright, NY
29-Sep-20,43000,3,1,1372,118 Newburgh Ave,Schiller Park, NY
29-Sep-20,54900,3,1,1198,225 Gorton St,Black Rock, NY
29-Sep-20,17500,3,1,1317,138 Gilbert St,Babcock, NY
29-Sep-20,58000,6,2,2204,18 Krakow St,Kaisertown, NY
29-Sep-20,80000,4,2,2990,46 Woodlawn Ave,Masten Park, NY
29-Sep-20,58000,5,2,1962,379 Northumberland Ave,Grider, NY
29-Sep-20,135000,5,2,1260,231 Massachusetts Ave,Front Park, NY
29-Sep-20,50000,1,1,2600,1222 Fillmore Ave,MLK Park, NY
29-Sep-20,215000,3,1,1040,212 Clearfield Dr,Amherst, NY
29-Sep-20,135000,4,2,1344,55 Harris Ct,Cheektowaga, NY
29-Sep-20,180000,3,1,1177,42 Lindbergh Ct,Cheektowaga, NY
29-Sep-20,165000,4,2,2428,231 Niagara Falls Blvd,Eggertsville, NY
29-Sep-20,100100,3,1,1560,36 Blick St,Sloan, NY
29-Sep-20,185500,3,2,1086,90 Lorfield Dr,Snyder, NY
29-Sep-20,221300,6,4,2321,54 Wildy Ave,Buffalo, NY
29-Sep-20,184000,3,2,1256,186 Forest Hill Dr,Williamsville, NY
29-Sep-20,335000,4,3,2182,133 Telfair Dr,Williamsville, NY
29-Sep-20,260000,2,2,1596,5427 Village Station Cir,Williamsville, NY
29-Sep-20,162000,2,1,1054,18 Lorraine Ln,Cheektowaga, NY
29-Sep-20,120000,5,2,1865,11 Normandy Ave,Cheektowaga, NY
29-Sep-20,220000,5,2,1788,313 Hedstrom Dr,Eggertsville, NY
29-Sep-20,186000,5,1,1771,517 Longmeadow Rd,Eggertsville, NY
29-Sep-20,135000,2,2,1211,225 Getzville Rd,Snyder, NY
29-Sep-20,116000,4,1,1200,5132 Roseview Ave,Blasdell, NY
29-Sep-20,160000,3,2,1454,3302 Ashley Dr,Blasdell, NY
29-Sep-20,290000,4,3,1728,73 Heather Hill Dr,West Seneca, NY
29-Sep-20,123490,2,1,1156,204 Harrison Ave,Buffalo, NY
29-Sep-20,115000,5,2,1913,454 Stockbridge Ave,Kensington, NY
29-Sep-20,35000,1,1,1431,76 Fillmore Ave,Babcock, NY
29-Sep-20,260000,4,2,1498,85 Redwood Ter,Williamsville, NY
29-Sep-20,369000,3,3,2500,27 Taylor Dr,West Seneca, NY
29-Sep-20,17000,3,1,1425,38 Zenner St,Genesee Moselle, NY
29-Sep-20,159000,2,1,1720,373 William St,Willert Park, NY
29-Sep-20,389900,3,3,2124,49 Haverford Ln,Williamsville, NY
29-Sep-20,115000,3,2,1949,23 Hecla St,Starin Central, NY
28-Sep-20,376859,1,1,,123 Cherry Laurel Ln,Buffalo, NY
28-Sep-20,447825,3,2,1566,158 Sierra Dr,Amherst, NY
28-Sep-20,220000,3,2,1434,32 Bernhardt Dr #9,Snyder, NY
28-Sep-20,65000,3,2,1200,484 Minnesota Ave,Kensington, NY
28-Sep-20,416069,1,1,,135 Cherry Laurel Ln,Buffalo, NY
28-Sep-20,122000,2,1,964,457 Burroughs Dr #B,Snyder, NY
28-Sep-20,105000,1,1,1932,43 Maple St,Lackawanna, NY
28-Sep-20,40000,3,1,1335,56 Hertel Ave,Riverside Park, NY
28-Sep-20,168000,4,1,1440,94 Cathedral Ln,Cheektowaga, NY
28-Sep-20,133125,4,2,1456,135 Temple Dr,Cheektowaga, NY
28-Sep-20,68000,2,1,892,483 W Hazeltine Ave,Kenmore, NY
28-Sep-20,65000,4,1,1374,2896 Bailey Ave,LaSalle, NY
28-Sep-20,219900,4,2,1572,126 Villa Ave,North Park, NY
28-Sep-20,600000,2,3,1946,86 Rumsey Rd,Albright, NY
28-Sep-20,303000,3,1,1932,167 Parkside Ave,Parkside, NY
28-Sep-20,55000,3,2,1760,105 Eller Ave,Schiller Park, NY
28-Sep-20,42000,6,2,2514,51 Butler Ave,Hamlin Park, NY
28-Sep-20,295000,1,1,2790,497 Colvin Ave,North Park, NY
28-Sep-20,15000,4,1,1225,32 Coronada St,Triangle, NY
28-Sep-20,201000,3,1,1244,54 Meadow Lea Dr,Eggertsville, NY
28-Sep-20,405000,4,3,2809,126 Carriage Cir,Williamsville, NY
28-Sep-20,170000,4,3,2386,110 Foxcroft Ln,Williamsville, NY
28-Sep-20,168800,4,1,1750,29 Delwood Rd,Kenmore, NY
28-Sep-20,235000,3,2,1534,149 Robin Ln,West Seneca, NY
28-Sep-20,226000,3,2,1440,17 Avon Dr,West Seneca, NY
28-Sep-20,165000,3,1,1105,694 E &west Rd,Buffalo, NY
28-Sep-20,220000,4,2,1555,224 Tuscarora Rd,South Abbott, NY
28-Sep-20,165900,3,2,1100,29 Dennis Ln,Cheektowaga, NY
28-Sep-20,160000,4,2,1626,159 Briarhill Dr,West Seneca, NY
28-Sep-20,125000,4,1,1146,3929 Bailey Ave,Eggertsville, NY
28-Sep-20,141204,3,2,1488,39 Greenfield Ave,Parkside, NY
28-Sep-20,390000,2,2,2105,14 Saint Charles Ct,Williamsville, NY
26-Sep-20,140000,2,1,973,3582 Wabash Ave,Blasdell, NY
26-Sep-20,321000,1,1,2726,161 Norwalk Ave,North Park, NY
26-Sep-20,145000,3,1,972,184 Dorrance Ave,South Park, NY
26-Sep-20,73000,1,1,1831,340 Warwick Ave,Kenfield, NY
26-Sep-20,7500,3,1,1319,14 Pooley Pl,Forest, NY
26-Sep-20,75000,1,1,2360,44 Federal Ave,Leroy, NY
26-Sep-20,335000,3,3,2112,219 Patton Pl,Williamsville, NY
26-Sep-20,76000,1,1,912,12 Sunmist Sq #B,Amherst, NY
26-Sep-20,40000,3,1,2736,1172 Walden Ave,Buffalo, NY
25-Sep-20,44000,1,1,,234 Heim Rd,Amherst, NY
25-Sep-20,413897,1,1,,66 Tupelo Ln,Buffalo, NY
25-Sep-20,218900,3,2,1480,690 Woodland Dr,Buffalo, NY
25-Sep-20,13000,1,1,,36 Irvington Dr,Amherst, NY
25-Sep-20,330000,1,1,5110,1805 Hertel Ave,Starin Central, NY
25-Sep-20,12000,4,1,1642,101 Eaton St,Masten Park, NY
25-Sep-20,185500,3,1,1130,83 Sky Hi Dr,West Seneca, NY
25-Sep-20,190110,4,2,1604,190 Fieldcrest Ct,West Seneca, NY
25-Sep-20,851000,3,3,2452,764 Forest Ave,Albright, NY
25-Sep-20,190000,2,3,1490,171 Rebecca Park,Military, NY
25-Sep-20,247000,6,2,2625,169 Lovering Ave,North Park, NY
25-Sep-20,63000,4,1,1311,77 Moreland St,Lovejoy, NY
25-Sep-20,475000,5,3,3309,5102 Eastbrooke Pl,Harris Hill, NY
25-Sep-20,56000,5,2,1779,9 Perkins Pl,Forest, NY
25-Sep-20,70000,2,1,1289,44 Leroy Rd,Cheektowaga, NY
25-Sep-20,145000,4,2,2055,43 Doyle Ct,Buffalo, NY
25-Sep-20,122000,4,2,1500,311 Ideal St,Lovejoy, NY
25-Sep-20,40000,5,2,1644,62 Fay St,Emerson, NY
25-Sep-20,82000,4,2,1880,26 Regent St,Lovejoy, NY
25-Sep-20,113000,3,1,972,15 Pleasant St,Cheektowaga, NY
25-Sep-20,46000,4,1,1239,491 Northland Ave,Grider, NY
25-Sep-20,97000,1,1,858,11 Sunmist Sq #F,Amherst, NY
25-Sep-20,140000,3,3,2049,22 Parkview Ave,Lackawanna, NY
25-Sep-20,219000,7,3,2681,4067 Harlem Rd,Snyder, NY
25-Sep-20,265255,3,2,1564,255 Lamarck Dr,Snyder, NY
25-Sep-20,240000,4,2,2236,24 Tampa Dr,Buffalo, NY
25-Sep-20,215000,3,2,1529,289 Hamilton Blvd,Kenmore, NY
25-Sep-20,180000,4,3,1502,250 N Willowlawn Pkwy,Cheektowaga, NY
25-Sep-20,158000,3,2,1120,134 Patricia Ln,Cheektowaga, NY
25-Sep-20,159500,3,1,1372,9 Baywood Dr,Cheektowaga, NY
25-Sep-20,229000,3,2,1526,9 Cherrywood Dr,Cheektowaga, NY
25-Sep-20,178000,3,1,1600,143 Mariemont Ave,South Park, NY
25-Sep-20,65000,5,2,2293,153 Stewart Ave,Schiller Park, NY
25-Sep-20,40000,5,2,2286,54 Young St,Lovejoy, NY
25-Sep-20,520000,4,4,3488,489 Lebrun Rd,Eggertsville, NY
25-Sep-20,55000,2,1,1400,146 Vanderbilt St,Lovejoy, NY
24-Sep-20,304738,1,1,,16 Aviano Way,Buffalo, NY
24-Sep-20,43000,5,2,2100,18 S Domedion St,Schiller Park, NY
24-Sep-20,282500,4,2,2300,19 Admiral Rd,North Park, NY
24-Sep-20,162000,3,2,1470,130 Pontiac St,Kaisertown, NY
24-Sep-20,125000,1,1,,395 Borden Rd,West Seneca, NY
24-Sep-20,166400,3,1,1026,138 North Ave,Buffalo, NY
24-Sep-20,27500,1,1,3916,821 Genesee St,Broadway-Fillmore, NY
24-Sep-20,145000,2,2,1020,7 Beacon Park,Amherst, NY
24-Sep-20,37000,1,1,,84 Herman St,Broadway-Fillmore, NY
24-Sep-20,440000,4,3,2415,144 Ivyhurst Rd,Eggertsville, NY
24-Sep-20,50000,1,1,2448,68 Moeller St,Schiller Park, NY
24-Sep-20,73000,2,1,924,324 Grider St,Grider, NY
24-Sep-20,180000,4,2,1689,390 S Shore Blvd,Lackawanna, NY
24-Sep-20,210000,3,3,2464,1803 Seneca St,Seneca, NY
24-Sep-20,62000,4,2,997,559 E Amherst St,LaSalle, NY
24-Sep-20,37000,6,2,1826,568 Tonawanda St,Riverside Park, NY
24-Sep-20,66500,4,1,1241,85 Hazelwood Ave,Schiller Park, NY
24-Sep-20,25000,4,1,772,1043 Smith St,Broadway-Fillmore, NY
24-Sep-20,41000,6,2,2216,306 Winslow Ave,MLK Park, NY
24-Sep-20,177000,2,2,1250,940 Hopkins Rd #I,Amherst, NY
24-Sep-20,267500,3,1,1408,250 Taunton Pl,North Park, NY
24-Sep-20,37000,2,1,855,80 Herman St,Broadway-Fillmore, NY
24-Sep-20,55000,4,1,1008,107 Texas St,Schiller Park, NY
24-Sep-20,25000,2,1,1100,88 Lewis St,Babcock, NY
24-Sep-20,112000,3,1,1186,127 Longnecker St,Lovejoy, NY
24-Sep-20,173500,1,1,2438,752 Prospect Ave,Front Park, NY
24-Sep-20,25000,6,2,1550,514 Dodge St,Kingsley, NY
24-Sep-20,60000,4,2,1790,316 Fenton St,Kaisertown, NY
24-Sep-20,410000,4,3,2402,110 Cimarand Dr,Williamsville, NY
24-Sep-20,205000,3,2,1214,367 Lakewood Pkwy,Snyder, NY
24-Sep-20,220000,3,1,1185,139 Lafayette Blvd,Williamsville, NY
24-Sep-20,160000,3,2,1200,66 Brown Ave,Buffalo, NY
24-Sep-20,175000,3,1,1120,393 Abbington Ave,Buffalo, NY
24-Sep-20,145000,2,2,1020,7 Beacon Park #I,Amherst, NY
24-Sep-20,145000,2,1,1520,58 Temple Dr,Cheektowaga, NY
24-Sep-20,80000,4,2,1551,388 Maynard Dr,Eggertsville, NY
24-Sep-20,165000,4,2,1955,191 Riverside Ave,Riverside Park, NY
24-Sep-20,43500,1,1,2094,116 Gibson St,Broadway-Fillmore, NY
24-Sep-20,72000,5,3,2456,2007 Broadway St,Lovejoy, NY
24-Sep-20,147500,3,2,1170,290 Danbury Dr,Cheektowaga, NY
24-Sep-20,125000,3,3,1315,395 Borden Rd,West Seneca, NY
23-Sep-20,173000,2,1,948,122 Shepard Ave,Kenmore, NY
23-Sep-20,120000,1,1,3680,3329 Bailey Ave,Kensington, NY
23-Sep-20,447825,1,1,,158 Sierra Dr,Buffalo, NY
23-Sep-20,82330,1,1,,148 Lynette Ln,Amherst, NY
23-Sep-20,15000,1,1,,86 South St,First Ward, NY
23-Sep-20,120000,1,1,,445 Minnesota Ave,Kensington, NY
23-Sep-20,389500,4,3,2936,315 Troy Del Way,Williamsville, NY
23-Sep-20,285855,1,1,,23 Aviano Way,Buffalo, NY
23-Sep-20,220000,3,2,1280,666 W Ferry St #26,Delaware-West Ferry, NY
23-Sep-20,159650,1,1,2832,18 Caldwell Pl,Lackawanna, NY
23-Sep-20,26000,4,1,1408,75 Hastings Ave,Kensington, NY
23-Sep-20,130000,3,1,1112,1190 Losson Rd,Cheektowaga, NY
23-Sep-20,251000,3,2,1738,119 Foxpoint W,Williamsville, NY
23-Sep-20,69000,6,2,2228,47 Lakeview Ave,Front Park, NY
23-Sep-20,395000,3,3,2430,271 Doncaster Rd,Kenmore, NY
23-Sep-20,20000,3,1,1151,12 Lombard St,Broadway-Fillmore, NY
23-Sep-20,46000,6,2,2231,97 Moselle St,Genesee Moselle, NY
23-Sep-20,38000,1,1,2736,50 Warren Ave,Broadway-Fillmore, NY
23-Sep-20,62000,3,1,1139,101 Hazelwood Ave,Schiller Park, NY
23-Sep-20,33000,1,1,2069,144 Milburn St,Lovejoy, NY
23-Sep-20,37000,4,1,1832,156 Clark St,Broadway-Fillmore, NY
23-Sep-20,67000,2,1,1055,182 Johnson St,Broadway-Fillmore, NY
23-Sep-20,310000,4,3,1874,5075 Clearview Dr,Harris Hill, NY
23-Sep-20,79000,1,1,2400,158 Benzinger St,Lovejoy, NY
23-Sep-20,177000,3,2,1248,93 Andres Pl,Cheektowaga, NY
23-Sep-20,55000,7,3,2750,128 Jones St,Babcock, NY
23-Sep-20,154000,3,1,1552,58 Walnut Rd,West Seneca, NY
23-Sep-20,222500,3,2,1441,201 Country Pkwy,Williamsville, NY
23-Sep-20,156400,3,1,1100,45 Nadine Dr,Cheektowaga, NY
23-Sep-20,170000,3,2,1300,697 Moore Ave,Buffalo, NY
23-Sep-20,108000,4,2,1800,340 Reserve Rd,West Seneca, NY
23-Sep-20,179100,3,1,1276,38 Courier Blvd,Kenmore, NY
23-Sep-20,169900,1,1,2591,138 Lemoine Ave,Cheektowaga, NY
23-Sep-20,138000,4,1,1396,76 Hedwig Ave,Buffalo, NY
23-Sep-20,80000,5,2,2064,109 Ridge Park Ave,Buffalo, NY
23-Sep-20,190000,3,2,1500,230 Wellington Ave,Buffalo, NY
22-Sep-20,170000,3,1,960,186 Autumnwood Dr,Cheektowaga, NY
22-Sep-20,15000,4,2,1586,262 Herman St,Broadway-Fillmore, NY
22-Sep-20,60000,4,2,1404,117 Mayer Ave,Riverside Park, NY
22-Sep-20,495000,3,3,2092,29 Old Tower Ln,Buffalo, NY
22-Sep-20,220000,3,2,1737,113 Hillpine Rd,Cheektowaga, NY
22-Sep-20,500,1,1,,36 Lester St,Babcock, NY
22-Sep-20,111000,2,2,1092,120 Old Lyme Dr #3,Amherst, NY
22-Sep-20,57850,4,3,1918,152 Florence Ave,Delaware Park, NY
22-Sep-20,68000,1,1,,101 Jones St,Babcock, NY
22-Sep-20,135000,2,2,1160,75 Guilford Ln #8,Amherst, NY
22-Sep-20,162100,3,2,908,407 Walton Dr,Cheektowaga, NY
22-Sep-20,51500,3,2,1171,450 Gold St,Lovejoy, NY
22-Sep-20,90000,3,1,960,368 Longnecker St,Lovejoy, NY
22-Sep-20,60000,4,2,1372,82 Newfield St,Riverside Park, NY
22-Sep-20,392000,3,3,2473,222 Hunters Ln,Williamsville, NY
22-Sep-20,240000,3,2,1544,138 Northledge Dr,Snyder, NY
22-Sep-20,153700,1,1,2754,15 Kamper Ave,Cazenovia Park, NY
22-Sep-20,80500,1,1,2360,404 Northland Ave,Hamlin Park, NY
22-Sep-20,42000,4,2,1284,23 Sanford St,Leroy, NY
22-Sep-20,205000,3,2,1480,153 Hartwell Rd,North Delaware, NY
22-Sep-20,30000,3,1,1074,58 Thomas St,Babcock, NY
22-Sep-20,153000,3,2,1740,3887 E Robinson Rd,Amherst, NY
22-Sep-20,263500,3,2,1436,842 Klein Rd,Williamsville, NY
22-Sep-20,625000,6,5,5516,317 Lebrun Rd,Eggertsville, NY
22-Sep-20,399000,3,3,2085,41 Colonial Dr,Snyder, NY
22-Sep-20,163000,3,1,1076,308 Shepard Ave,Kenmore, NY
22-Sep-20,311000,3,3,2445,279 Presidio Pl,Williamsville, NY
22-Sep-20,285000,3,3,2020,828 McKinley Pkwy,Abbott McKinley, NY
22-Sep-20,113300,2,1,884,360 W Girard Blvd,Kenmore, NY
22-Sep-20,125000,3,1,878,423 McConkey Dr,Buffalo, NY
22-Sep-20,70000,1,1,1974,993 Smith St,Broadway-Fillmore, NY
21-Sep-20,148000,1,1,,159 Normal Ave,Front Park, NY
21-Sep-20,3000,1,1,1775,37 E End Ave,Cheektowaga, NY
21-Sep-20,35000,2,1,1100,34 Sweet Ave,Broadway-Fillmore, NY
21-Sep-20,99500,2,2,853,1181 Indian Church Rd #F,West Seneca, NY
21-Sep-20,116000,3,1,900,46 Beech Rd,Eggertsville, NY
21-Sep-20,220000,3,1,1100,18 Ayrault Dr,Amherst, NY
21-Sep-20,116000,2,1,750,259 Grote St,Black Rock, NY
21-Sep-20,58000,4,2,1400,105 Alma Ave,Kenfield, NY
21-Sep-20,650000,5,2,1945,235 High St,Medical Park, NY
21-Sep-20,115000,3,2,1626,242 Highgate Ave,LaSalle, NY
21-Sep-20,190000,3,2,1790,113 Cranwood Dr,West Seneca, NY
21-Sep-20,76000,3,2,1456,22 Dogwood Dr,Cheektowaga, NY
21-Sep-20,218600,3,2,1778,85 Ponderosa Dr,Buffalo, NY
21-Sep-20,100000,5,2,2358,84 Hewitt Ave,LaSalle, NY
21-Sep-20,68000,4,1,1086,116 Hastings Ave,Kensington, NY
21-Sep-20,599000,4,4,3146,33 Cleveland Ave,Delaware-West Ferry, NY
21-Sep-20,51000,4,2,1450,279 Downing St,South Park, NY
21-Sep-20,155000,3,1,1263,125 Foisset Ave,Cheektowaga, NY
21-Sep-20,235000,1,1,1450,11 Orton Pl,Allen, NY
21-Sep-20,150000,3,2,1052,45 Hillsboro Rd,Cheektowaga, NY
21-Sep-20,148000,4,1,1522,155 Normal Ave,Front Park, NY
21-Sep-20,160000,3,2,1316,130 Temple Dr,Cheektowaga, NY
21-Sep-20,150000,3,2,1224,317 George Urban Blvd,Cheektowaga, NY
21-Sep-20,227000,3,2,1594,203 Huxley Dr,Snyder, NY
21-Sep-20,40000,3,1,1268,124 Buckeye Rd,Eggertsville, NY
21-Sep-20,169900,3,1,1092,91 E Cherbourg Dr,Cheektowaga, NY
21-Sep-20,135000,3,2,1148,108 Kirkwood Dr,West Seneca, NY
21-Sep-20,205000,3,3,1344,16 Tillotson Pl,Buffalo, NY
21-Sep-20,179500,1,1,1728,275 University Ave,Buffalo, NY
21-Sep-20,105000,3,1,1344,12 Victor Pl,Hamlin Park, NY
21-Sep-20,52000,3,1,1282,40 Stewart Ave,Schiller Park, NY
21-Sep-20,120000,3,2,1560,28 Hemenway Rd,Cheektowaga, NY
21-Sep-20,485000,4,3,2960,110 Pinelake Dr,Williamsville, NY
19-Sep-20,320000,4,3,2265,79 Redwood Ter,Williamsville, NY
18-Sep-20,652000,4,4,3557,144 S Cayuga Rd,Williamsville, NY
18-Sep-20,20000,0,0,,1548 Broadway St,Emerson, NY
18-Sep-20,76000,2,1,1680,125 Millicent Ave,Kensington, NY
18-Sep-20,409965,1,1,,109 Lynette Ln,Amherst, NY
18-Sep-20,112500,3,1,1008,31 Crestwood Pl,Cheektowaga, NY
18-Sep-20,652000,1,1,,146 S Cayuga Rd,Buffalo, NY
18-Sep-20,35000,2,1,859,431 Stockbridge Ave,Kensington, NY
18-Sep-20,203000,3,2,1652,274 Maynard Dr,Eggertsville, NY
18-Sep-20,70500,1,1,,68 Krupp Ave,Lovejoy, NY
18-Sep-20,288890,4,3,2512,277 Parker Ave,Starin Central, NY
18-Sep-20,70500,4,1,1713,70 Krupp Ave,Lovejoy, NY
18-Sep-20,283000,3,2,1823,47 Burgundy Ter,Amherst, NY
18-Sep-20,127000,3,1,1168,64 Hempstead Ave,Kenfield, NY
